embedding_x,embedding_y,embedding_z,embedding_w,embedding_l
5.770258,3.9624097,5.960364,-2.1025121,-3.9740584
-3.3360615,11.197689,3.905386,5.2541413,4.710008
12.504349,7.9407105,-3.0100677,2.967025,4.464118
18.79136,6.8379283,7.764583,4.3990574,1.3203661
5.9544616,-0.58446765,2.3303847,1.9289478,6.295167
12.114176,8.322506,-4.976481,2.6563847,5.250282
10.872352,7.0261526,-5.180686,4.2284546,5.299892
12.12492,7.9403963,-4.359042,2.9379103,4.944292
13.005242,7.4364567,-2.2127988,2.082803,2.6904798
0.045066383,14.973559,6.508718,3.5015376,4.4071255
13.062074,7.232841,-2.5907528,1.7442118,2.3406563
15.6048355,5.530723,10.674148,2.4967704,4.7136183
11.109358,7.548041,-5.0410943,3.6875467,5.6003227
13.207443,7.2510176,-2.148661,3.0068095,3.6138682
5.768277,3.9644592,5.962324,-2.1004155,-3.9758875
15.5073,5.2146487,11.2018175,2.2824984,4.5442247
15.280337,5.197239,11.350048,2.394733,4.663088
5.902205,-0.66336864,2.616584,1.4742602,6.6540184
12.522768,7.28362,-3.164874,2.977306,3.822621
-4.83126,4.78461,5.27919,4.1675534,5.089909
13.009974,6.0498533,14.910584,-2.329364,4.3822613
13.279525,6.978139,15.060872,-2.865359,4.838563
5.976821,11.886407,6.555923,9.013722,10.599804
12.651941,7.2817097,-3.0496058,2.6800845,3.460435
6.974598,-1.1853749,6.175238,10.150318,2.0615947
7.357486,-0.9659128,2.6503193,-0.2484265,8.568851
18.040733,6.711425,7.611559,3.3846502,3.6126795
6.9517817,-1.1453257,5.764286,9.994603,2.0003386
5.9816504,11.869389,6.5678353,8.995517,10.618477
15.59838,7.4214315,0.89444524,6.0260105,4.4040613
13.036889,7.374769,-2.2405267,2.885192,3.6442423
8.833393,4.8459926,11.310775,-5.5444565,9.206684
15.732547,7.5053697,1.0661254,6.036954,4.2035527
13.13465,8.0188465,-0.97523177,2.9508557,4.047289
12.650798,7.281044,-3.0550282,2.6734989,3.4512393
13.1254225,6.6383324,14.95685,-2.572061,4.6452575
18.056637,6.728164,7.7931747,3.5233269,3.4018834
18.045021,6.7042184,7.838836,3.5911925,3.2947412
9.514693,2.1022694,12.144016,-4.6758137,4.5952845
3.168482,9.606139,10.483187,1.9580168,5.811693
11.689322,3.3171537,5.174765,15.253712,4.2516184
13.308564,8.015145,-0.7421528,3.138113,4.187025
6.4946537,10.780166,6.818987,8.019603,11.695904
13.499166,4.935746,13.077897,2.9411898,5.4712806
16.741667,7.5039525,1.7286537,6.8898096,5.32941
6.8755517,-1.2985852,5.31182,9.7044325,2.4242997
6.957211,-1.1861745,6.2116175,10.18635,2.0153246
6.9669905,-1.1326627,5.8179455,10.026144,1.9848256
15.781361,5.3478837,10.910274,2.1987872,4.5391226
12.734923,7.321665,-2.7849426,2.87954,3.7224426
17.972048,6.6671553,7.652022,3.384679,3.6520088
0.3959997,6.1071014,5.530001,5.95057,15.346447
5.972716,11.888788,6.551019,9.018952,10.597109
2.1410372,14.373673,1.3592783,5.755014,4.086104
6.3910847,-1.0113562,2.7094033,1.2174169,7.0319157
0.32366693,-4.3560815,8.160511,4.290977,5.537542
12.919485,7.959549,-1.4804401,2.4108837,3.535645
12.119982,8.213865,-4.8137717,2.7325132,5.153354
0.6203388,4.749212,4.9851036,14.339859,4.284422
11.804026,8.069128,-4.8946047,2.9537926,5.338815
17.393982,6.8405333,6.2236953,3.5208468,5.5778823
13.321261,8.018556,-0.74575907,3.1526754,4.165314
12.943985,7.983724,-1.3429174,2.5579991,3.7175288
16.711285,7.528607,1.6633961,6.920449,5.2273397
-0.44005933,4.6145115,4.870783,14.220576,6.577896
9.9331045,0.42868394,6.886155,11.873921,6.0303326
7.7132683,5.010878,10.414327,-3.8658192,10.834796
12.467751,7.976763,-3.067983,2.9544823,4.5186133
2.2837155,14.828852,1.990141,5.8292127,3.2369173
12.114467,7.9735765,-4.4118457,2.9070232,4.9719234
14.706316,7.119198,-0.12289501,5.867699,4.349869
12.936968,7.6166053,-2.0788398,2.7396524,3.70082
6.852533,11.210856,6.5088534,7.4536896,13.097606
0.40760025,4.649022,5.0547457,14.311856,4.566698
15.998657,5.323172,10.208576,1.740432,4.5391574
12.270013,8.607166,-5.325759,2.446343,5.3475637
0.15410554,5.976863,5.1154428,14.038883,5.059763
13.267199,8.020099,-0.82263774,3.0965028,4.1266313
10.896686,7.440055,-4.5674124,3.715223,5.7897263
1.3961679,15.44794,6.6101213,3.5422912,3.3558166
5.779544,3.9600105,5.948897,-2.1046128,-3.9547763
12.125846,8.253524,-4.8732176,2.7056208,5.179883
0.09948956,5.871937,5.1732388,14.038422,5.078669
5.707456,11.16361,6.479831,9.216577,11.262211
5.919295,-0.5558546,2.3715746,1.8843398,6.3377404
5.770277,3.9815595,5.9519773,-2.0832245,-3.9294326
5.957424,11.890641,6.5388727,9.024093,10.597371
16.0925,5.463157,10.682401,2.1314764,4.469356
5.7703586,3.9620488,5.9603715,-2.1026626,-3.9746115
7.384034,12.409376,6.3049917,5.828696,14.434582
10.842979,6.664209,-5.268727,4.6318135,5.1835628
7.635189,12.840353,6.092304,5.250258,14.478131
13.144646,7.3333554,-2.1243587,2.9271114,3.5910084
5.938958,-0.5720295,2.345574,1.9128448,6.31007
13.125782,8.072175,-0.8738938,2.9531398,4.1207094
0.14848754,15.191427,6.989739,3.3131409,4.4973807
7.322082,12.418503,6.372557,5.7555804,14.553183
16.67899,7.407751,1.7799537,6.749569,5.4257784
12.356847,7.5979214,-2.780299,3.411209,4.553633
1.12491,15.451502,6.944662,3.3858297,3.6456647
3.0800433,9.122765,10.054876,2.039672,5.031863
5.5838633,5.200828,5.605053,3.1346793,-1.009805
7.0299764,-1.3697928,2.422444,-1.7709795,9.53608
12.948917,5.7475524,14.895901,-2.2090707,4.2529716
12.38363,7.461418,-3.4145656,2.9988592,4.1798
11.187211,6.245708,12.999851,12.431036,3.5382981
0.11827552,5.866285,5.15415,14.050372,5.079253
15.752635,5.3492517,10.667934,2.1441464,4.600573
12.079383,8.14624,-4.7420835,2.7946253,5.1380305
17.078058,7.9775014,1.6177009,7.502038,5.104002
4.3913765,6.830502,7.1140985,3.0659328,0.65110916
13.833311,5.4765267,13.189034,0.23161839,4.9895196
13.441092,3.0981615,14.38306,6.325693,4.8474917
12.791259,2.2647579,14.681373,7.43544,5.1478024
17.460527,6.6112638,3.6231518,4.662565,7.1045547
1.6805941,2.3674352,-3.3380399,7.9169903,7.503846
17.064045,7.978349,1.6097426,7.50027,5.0969777
10.901696,7.576188,-4.606592,3.4555786,6.0609837
1.6805922,2.3674335,-3.3380392,7.916986,7.5038414
10.635691,5.9221373,7.061895,0.5386989,-7.810658
5.8890805,-0.64933825,2.6069908,1.4889282,6.63851
5.937962,-0.5722784,2.3483365,1.9086015,6.3128443
12.195707,8.4611,-5.1342072,2.5533345,5.294063
18.492079,6.6916084,7.9731207,4.0984373,1.8052188
0.84341836,3.931255,5.159647,14.486482,3.9282746
18.752686,6.6332774,8.006697,4.2722955,1.1518548
12.65358,7.282229,-3.0503397,2.6673295,3.4464593
17.524067,6.775341,6.7476544,3.2320151,5.2336497
17.543701,6.8453016,6.7288566,3.4006486,5.2131724
1.321003,15.415917,6.632407,3.5351255,3.4221168
12.2984495,8.6309805,-5.3482146,2.4178648,5.379254
12.31024,8.645061,-5.363891,2.4038873,5.3925486
13.237086,8.044158,-0.76173484,3.0860784,4.2113523
9.940106,0.43372613,6.8946695,11.880961,6.024938
17.331293,6.845213,6.8425555,3.2890615,5.408487
11.474928,7.2249236,-3.4257128,3.9599323,4.840427
14.852455,7.3168283,-0.03663079,6.2182145,4.1254945
11.403829,7.1737337,-3.5237172,4.0154214,4.89594
0.04796149,15.109039,6.769484,3.3515093,4.533729
17.445545,6.6258326,3.6102648,4.6777453,7.088601
13.092359,7.362654,-2.1661556,2.9045658,3.6212137
13.003944,7.4739013,-2.1704602,2.1244907,2.7398982
0.60229003,4.7470636,4.989643,14.33652,4.301111
15.335319,5.48011,11.26851,2.7634914,4.763742
10.965197,7.4309397,-4.403798,3.7186694,5.716072
6.1453233,11.648506,6.916391,8.250326,10.927644
7.585423,-1.0334492,2.4610536,0.6621507,10.501994
12.300111,8.632688,-5.3491855,2.415107,5.38201
13.079495,6.629155,14.944287,-2.5844724,4.598816
13.344078,7.188048,-1.9980474,3.0766647,3.5523856
6.0030093,-2.2074363,8.945442,11.347664,1.2647473
17.699406,6.599583,4.636648,3.8729393,6.915913
6.874455,-1.2993191,5.3096013,9.703005,2.4241326
15.536038,7.4940133,1.0037645,5.644247,4.3318477
17.603825,6.6683054,7.4905186,3.2104137,4.513648
12.095924,8.319164,-4.976997,2.6642582,5.2799582
13.290079,6.9299912,14.77331,-2.2509332,4.851051
10.843948,7.031388,-5.2174997,4.2240005,5.302554
16.172113,5.5063066,10.016967,1.8059555,4.567503
12.362835,7.5534306,-2.8293278,3.410734,4.496093
12.240792,8.572296,-5.2914667,2.4811459,5.3188176
11.155146,7.620611,-4.9608674,3.5785205,5.6457486
18.507624,6.6661716,7.998868,4.1066566,1.7598267
12.750469,7.32241,-2.7615128,2.859822,3.6981776
10.855609,6.9203887,-5.223678,4.344965,5.265779
13.176918,8.105046,-0.75435334,3.0046723,4.196742
11.135898,7.5454264,-5.0653214,3.6873786,5.581599
0.3851239,6.096159,5.519081,5.9614835,15.335442
10.877324,7.408489,-4.493983,3.7245524,5.7981296
11.021384,7.2995396,-4.8951154,3.8858035,5.522079
12.098936,7.9047737,-4.207907,2.990337,4.9313097
15.672746,5.503016,10.552542,2.3971913,4.6888666
10.862665,7.4410186,-4.5565867,3.6942012,5.840908
10.047299,6.534206,-6.060242,4.847359,5.0141926
10.161455,6.5983496,-5.940209,4.7512674,5.0390444
-4.7033587,4.756435,5.2071466,4.119189,5.131847
12.07411,8.287554,-4.9437633,2.6908016,5.2501025
7.6724887,5.792625,10.546722,-3.8476462,10.901583
11.679344,6.1790085,12.299104,13.304539,3.2705426
16.585442,7.2512717,1.8978041,6.4669576,5.8451004
15.095349,5.3924513,11.5085125,2.7999017,4.817546
11.060694,7.566057,-4.8535643,3.590448,5.734343
13.11021,6.621774,14.948877,-2.577404,4.627787
3.0175967,9.012362,10.0939665,2.2210646,4.8952885
13.263694,6.91788,14.760717,-2.2449884,4.807147
17.329933,6.854889,6.9123993,3.3296173,5.34294
18.098963,6.765335,7.76226,3.5293245,3.383681
5.524831,0.22593743,3.2921972,0.72829175,0.9672611
13.330447,7.200192,-2.0130568,3.0618513,3.5655527
11.578718,7.376994,-3.7333572,3.6896818,5.0112176
10.0091,6.55164,-6.0981402,4.833503,5.023938
12.76667,7.3166966,-2.7336674,2.8861485,3.7166696
5.9838367,11.931609,6.5477605,9.058161,10.553215
10.334784,6.73873,-5.7526083,4.5524836,5.087115
13.209703,7.9344025,-0.96546376,2.9721472,4.0096684
12.788856,2.261306,14.684471,7.4339666,5.1498637
16.764704,6.90516,2.5229971,6.36534,7.272363
17.246572,7.906445,1.7511508,7.4652915,5.24247
12.0832,7.872418,-4.3023157,3.0057757,4.891972
10.8782215,7.426177,-4.5843453,3.7220023,5.783822
17.310812,6.7419653,6.6471934,2.9726012,5.6080775
17.516088,6.8796654,6.773591,3.4750752,5.211629
-3.498382,11.033831,3.744821,5.1400404,4.8541884
2.1019588,14.629729,1.8632137,5.71177,3.4525647
10.981632,7.44779,-4.751842,3.729073,5.6959777
3.644611,14.154899,9.277061,8.618567,3.6968582
12.483094,7.3000445,-3.197634,3.012356,3.8982458
13.294029,7.227036,-2.0361357,3.0400565,3.581531
-0.02229615,5.4662633,5.274223,14.069859,5.1338387
11.498339,7.24382,-3.4260185,3.9376516,4.8451214
10.000256,6.5394173,-6.1070576,4.8472743,5.0219154
11.119979,7.566686,-4.967177,3.632044,5.6385026
0.3002651,6.2636995,4.947694,14.047808,5.05699
15.488124,5.2073536,11.230804,2.2954867,4.5562367
15.937639,5.4220963,10.173106,1.8721704,4.6564894
15.87961,7.5384417,1.2889006,5.9301944,4.359724
10.489606,6.8531084,-5.593372,4.4176116,5.1601477
12.093565,8.187941,-4.7898965,2.7574482,5.1571226
18.780905,6.8489223,7.755551,4.399632,1.3858
12.489304,7.961429,-3.042202,2.9534798,4.5154467
5.982078,11.87728,6.5645804,9.00726,10.607389
15.588857,7.5851245,1.3300824,5.038742,4.316302
1.680546,2.3674304,-3.338111,7.9170227,7.503852
10.1598,6.436237,-5.953605,4.943075,4.974166
13.314465,7.987839,-0.79061604,3.1411238,4.1408
7.405351,12.871839,6.397724,5.546686,13.981078
10.008946,6.551477,-6.0983963,4.8337445,5.023953
18.03668,6.7069273,7.6009493,3.390593,3.633263
12.122647,7.9264507,-4.3496614,2.949573,4.9328885
1.6805834,2.3674328,-3.3380468,7.916981,7.503846
2.1447773,14.380315,1.3649302,5.7625537,4.069539
4.1184936,-0.16075915,2.3395066,1.2056694,5.925655
0.37788823,6.088982,5.5118794,5.9686913,15.328312
12.023548,8.230061,-4.897201,2.7479186,5.240212
5.8929486,-0.59750557,2.451623,1.7413476,6.417384
10.914169,7.5653615,-4.6168933,3.4701805,6.0483165
15.889004,7.5359273,1.2961859,5.9413004,4.371785
10.895597,7.573706,-4.582196,3.4386811,6.075564
2.367998,14.894902,1.8766124,5.9442973,3.2335548
16.022097,5.3716836,10.08771,1.7348431,4.5913744
15.652373,5.669257,10.966266,2.6580417,4.7010036
3.192223,9.659811,10.431725,1.9518704,5.8090568
3.1791692,9.6221695,10.462763,1.9546145,5.8061776
5.6575594,5.8582077,5.462142,2.9385831,-1.2430894
0.34353322,-4.375594,8.180157,4.2712755,5.5512
12.977981,7.5410957,-2.1163266,2.7836702,3.6781442
1.6805762,2.3674345,-3.3380446,7.916999,7.503849
6.000851,-2.2300012,8.936389,11.374972,1.24572
15.226484,5.184234,10.809224,2.2595534,4.7458677
5.6061606,4.5997744,5.445314,3.1818247,-0.8479452
-3.436032,11.096575,3.807001,5.1931696,4.79476
12.048108,8.260841,-4.9205236,2.717565,5.238138
18.109352,6.773715,7.767202,3.5609343,3.3494468
5.751696,11.140408,6.55153,9.215215,11.321726
17.643232,6.8403215,6.839217,3.3868814,5.0116873
12.611804,7.3217273,-3.0060763,2.882494,3.7592008
7.5067115,12.081408,6.948121,6.969594,12.02895
-0.0071129207,5.4147215,5.2519197,14.070972,5.092672
8.835685,4.8446636,11.312779,-5.547317,9.204244
12.082074,8.14448,-4.737669,2.7963614,5.1343555
15.872996,7.454204,1.1904265,6.0874276,4.57868
16.098385,5.4705257,10.084461,1.8275528,4.5958347
12.337893,7.594813,-2.8063343,3.3849163,4.5278816
3.1572804,9.493283,10.551929,1.9318237,5.7755027
13.067972,7.396709,-2.1678634,2.8816617,3.6376908
18.794315,6.8321757,7.7704616,4.4019237,1.3240732
1.6805743,2.367431,-3.3380368,7.916992,7.5038486
14.816626,7.2251654,-0.025966197,6.051095,4.248857
11.872012,8.11841,-4.8922267,2.8873026,5.3124285
11.50685,7.251109,-3.4268649,3.9292707,4.8400345
14.0879345,3.9298759,13.510856,5.42329,4.790714
15.382885,5.1738997,11.29222,2.3386228,4.6065063
0.38775125,15.269045,7.063287,3.3149924,4.285257
10.202675,6.3800216,-5.9135575,5.0005374,4.9516425
17.423134,6.9278097,7.364089,3.5182705,4.9088774
17.044697,7.9715233,1.6028146,7.4878616,5.091454
18.064917,6.717926,7.5132284,3.3614068,3.7000864
12.739603,7.320713,-2.7757623,2.8823087,3.7229867
6.1404314,11.651682,6.9156218,8.2543955,10.925273
10.884396,7.475252,-4.6240997,3.6293743,5.9033384
10.997645,6.485574,-5.121994,4.7914457,5.13799
12.325808,7.596981,-2.8230011,3.3791978,4.533266
12.523947,7.2820797,-3.1628878,2.9754832,3.819571
15.873524,7.544108,1.2966396,5.9002595,4.347627
7.584031,-1.0346256,2.4604068,0.66354406,10.500461
12.465041,7.3250337,-3.1978683,3.0255604,3.9221437
11.561597,7.3734064,-3.7524247,3.6967118,5.024783
0.03446218,14.977324,6.513972,3.4915912,4.414745
16.035477,5.382522,10.083406,1.7313803,4.5933514
18.421371,6.7179217,7.9455,4.046334,1.9334038
16.700048,7.496585,1.6922237,6.873886,5.271739
12.122028,7.9312453,-4.3546896,2.9459925,4.9368825
1.3435049,15.334153,6.2466917,3.737556,3.3176687
10.616159,5.9029865,7.0430846,0.53346866,-7.7914805
3.2683036,9.6302185,9.933723,1.9039092,5.3641996
6.8399115,11.195833,6.5003676,7.4775224,13.075977
13.26273,8.081128,-0.7031621,3.1086888,4.237663
0.42831746,15.268386,7.0431433,3.327869,4.239656
13.165603,6.895865,14.8435,-2.3017547,4.758854
14.852921,7.307815,-0.01894838,6.215712,4.132768
18.073559,6.7428856,7.7799463,3.5415137,3.3825965
15.806992,7.5624638,1.1894403,5.905853,4.257616
-3.3233147,11.210319,3.9182367,5.2694354,4.6961207
13.092567,6.6086893,14.937635,-2.5626285,4.6115746
13.053522,7.2350926,-2.5969913,1.7640369,2.3641768
0.3797964,15.271518,7.0559425,3.309616,4.2863626
10.913597,7.5668178,-4.6193595,3.468691,6.053657
0.052594736,5.728339,5.2202806,14.106882,5.176579
13.267614,6.6232924,14.56827,-1.9368234,4.6727166
5.6412477,4.1644373,6.0121193,-1.8993678,-3.6366127
7.3152924,-0.24720027,5.0377407,10.245863,0.6713508
11.13276,7.5266733,-5.078412,3.710995,5.568201
0.322361,4.675099,5.0505075,14.30216,4.664844
12.26188,8.587574,-5.299252,2.4588885,5.3419185
15.713041,7.4579864,1.0221741,6.046283,4.39651
13.248979,6.9555044,14.714874,-2.1591372,4.810089
5.984319,11.881832,6.548296,9.017913,10.605157
5.3901706,10.86822,6.3786883,9.620654,11.152093
11.162146,7.6062202,-5.003298,3.5970657,5.6069064
15.555699,7.4977465,0.8748953,6.0669346,4.173942
10.907322,7.4395256,-4.488686,3.7263238,5.7835817
17.532448,6.879867,6.6559076,3.495142,5.265395
0.21261582,15.234764,7.062359,3.299384,4.4581213
7.681045,13.270145,10.371315,2.7123647,2.9093902
18.878368,6.6294785,8.003937,4.34437,0.9089408
12.584,7.7497725,-2.7954376,2.9591079,4.2256684
13.015376,7.4546285,-2.1922235,2.1056616,2.7199295
7.5755835,13.16167,10.268227,2.811721,2.8087037
11.892705,8.124814,-4.8853855,2.8763273,5.297225
2.117371,14.3669815,1.3785591,5.733802,4.084782
-4.6959686,4.7481465,5.205717,4.112769,5.132938
18.632006,6.7849083,7.862463,4.2470326,1.6029683
18.817955,6.687719,7.937745,4.3596625,1.0221766
15.247306,5.19853,11.379943,2.4227583,4.6831284
13.181145,6.796634,15.017792,-2.7390697,4.724494
10.960138,7.136038,-5.031104,4.1042643,5.3271165
15.557824,5.594317,11.003054,2.7643375,4.754671
17.358578,6.8819695,6.993261,3.3888395,5.263229
18.093313,6.7615933,7.7917933,3.5385356,3.3690941
18.796349,6.701526,7.9226,4.3606114,1.0550561
12.108918,8.331333,-4.9905696,2.653458,5.261619
13.081019,7.216347,-2.6046603,1.7234927,2.319235
10.877531,7.4180536,-4.4883204,3.7358038,5.7927814
0.31221464,6.162585,4.9629493,14.134649,5.132339
7.2812104,-1.0955321,2.4409611,-1.1765547,9.241627
18.122458,6.7616158,6.95613,3.238051,4.2272625
0.29618192,-4.3282266,8.136324,4.31874,5.5156493
4.038666,17.941904,4.378586,3.6884716,2.9986212
18.206152,6.8413424,7.5015044,3.4081829,3.548102
7.00774,-1.391459,2.4457252,-1.794913,9.514032
18.61491,6.680562,7.9737625,4.193858,1.5426033
2.3492289,14.877066,1.8800101,5.926074,3.2510803
15.689265,7.538063,1.1797365,5.662765,4.3178153
15.633334,7.427136,0.93198514,6.0307097,4.4067016
5.4986634,0.26499563,3.2788112,0.71386117,0.91806626
18.811195,6.682932,7.944086,4.3622627,1.0151087
-0.09735095,5.283666,5.3264685,14.118838,5.1462445
-0.4648348,4.58967,4.855936,14.2171755,6.611003
0.29640952,-4.3284583,8.136224,4.3187103,5.515551
10.905473,7.556123,-4.604412,3.4802341,6.046431
17.438097,6.6289873,3.600868,4.686272,7.084244
13.822929,5.4508324,13.180471,0.24468638,5.0167656
17.460445,6.613453,3.6117916,4.6604376,7.116346
17.456581,6.617367,3.6194437,4.662834,7.1035447
17.460875,6.5774417,3.5561523,4.719459,7.168984
17.56101,6.8643475,6.532393,3.5007951,5.2989964
10.026819,6.5632873,-6.079874,4.817181,5.0276957
7.279805,-1.0959603,2.439808,-1.1821513,9.246464
11.694379,3.322728,5.1730556,15.259604,4.2461333
6.9739065,-1.1892115,6.1921835,10.158058,2.070292
0.8421409,3.9335914,5.158734,14.484912,3.9268692
0.39463323,6.10573,5.5286493,5.9519086,15.345115
0.1907785,15.15908,6.8684597,3.3649943,4.413488
11.65857,7.4665937,-3.7960777,3.571375,5.044893
14.846431,7.2932777,-0.017947352,6.185406,4.152819
5.65337,4.159193,6.0006,-1.9064654,-3.6360188
3.1323864,9.319835,10.642371,1.9850777,5.688128
12.107145,8.108121,-4.6555047,2.815864,5.083466
12.6748,7.3169136,-2.928482,2.7774427,3.6070445
11.901412,8.073423,-4.820556,2.9174094,5.245934
12.488334,7.9390035,-3.0348036,2.9826782,4.487124
13.062428,7.2364006,-2.584784,1.7443607,2.3405893
1.6805892,2.3674374,-3.3380342,7.9169827,7.503844
5.742026,11.112505,6.5496087,9.21664,11.348031
12.103324,8.336735,-4.9902983,2.6473887,5.294733
